,Date,VUSTX,VUSTX Div,VPACX,VPACX Div,VTSMX,VTSMX Div,VEIEX,VEIEX Div,VEURX,VEURX Div,Enter 1,Shares 1,Enter 2,Shares 2,Capital
24,1995-11-02,10.67,0.0,10.56,0.0,14.62,0.0,10.27,0.0,13.86,0.0,VUSTX,486.16171966181,VUSTX,486.16171966181,10374.691097583025
25,1995-11-03,10.65,0.0,10.57,0.0,14.66,0.0,10.3,0.0,13.88,0.0,VUSTX,486.16171966181,VUSTX,486.16171966181,10355.244628796554
26,1995-11-06,10.64,0.0,10.61,0.0,14.63,0.0,10.26,0.0,13.85,0.0,VUSTX,486.16171966181,VUSTX,486.16171966181,10345.521394403318
27,1995-11-07,10.61,0.0,10.59,0.0,14.56,0.0,10.23,0.0,13.9,0.0,VUSTX,486.16171966181,VUSTX,486.16171966181,10316.351691223608
28,1995-11-08,10.68,0.0,10.59,0.0,14.67,0.0,10.15,0.0,13.94,0.0,VUSTX,486.16171966181,VUSTX,486.16171966181,10384.414331976262
29,1995-11-09,10.63,0.0,10.64,0.0,14.72,0.0,10.13,0.0,13.93,0.0,VUSTX,486.16171966181,VUSTX,486.16171966181,10335.798160010081
30,1995-11-10,10.58,0.0,10.69,0.0,14.71,0.0,10.02,0.0,13.87,0.0,VUSTX,486.16171966181,VUSTX,486.16171966181,10287.1819880439
31,1995-11-13,10.64,0.0,10.56,0.0,14.69,0.0,9.83,0.0,13.8,0.0,VUSTX,486.16171966181,VUSTX,486.16171966181,10345.521394403318
32,1995-11-14,10.62,0.0,10.58,0.0,14.6,0.0,9.81,0.0,13.87,0.0,VUSTX,486.16171966181,VUSTX,486.16171966181,10326.074925616844
33,1995-11-15,10.59,0.0,10.56,0.0,14.68,0.0,9.82,0.0,13.97,0.0,VUSTX,486.16171966181,VUSTX,486.16171966181,10296.905222437135
34,1995-11-16,10.64,0.0,10.55,0.0,14.77,0.0,9.91,0.0,14.05,0.0,VUSTX,486.16171966181,VUSTX,486.16171966181,10345.521394403318
35,1995-11-17,10.66,0.0,10.63,0.0,14.83,0.0,9.95,0.0,14.05,0.0,VUSTX,486.16171966181,VUSTX,486.16171966181,10364.96786318979
36,1995-11-20,10.63,0.0,10.83,0.0,14.75,0.0,9.92,0.0,14.08,0.0,VUSTX,486.16171966181,VUSTX,486.16171966181,10335.798160010081
37,1995-11-21,10.61,0.0,10.85,0.0,14.78,0.0,10.08,0.0,14.09,0.0,VUSTX,486.16171966181,VUSTX,486.16171966181,10316.351691223608
38,1995-11-22,10.61,0.0,10.83,0.0,14.76,0.0,10.21,0.0,14.14,0.0,VUSTX,486.16171966181,VUSTX,486.16171966181,10316.351691223608
39,1995-11-24,10.64,0.0,10.78,0.0,14.8,0.0,10.18,0.0,14.14,0.0,VUSTX,486.16171966181,VUSTX,486.16171966181,10345.521394403318
40,1995-11-27,10.68,0.0,10.87,0.0,14.84,0.0,10.18,0.0,14.12,0.0,VUSTX,486.16171966181,VUSTX,486.16171966181,10384.414331976262
41,1995-11-28,10.67,0.0,11.01,0.0,14.95,0.0,10.25,0.0,14.08,0.0,VUSTX,486.16171966181,VUSTX,486.16171966181,10374.691097583025
42,1995-11-29,10.69,0.0,10.93,0.0,15.01,0.0,10.39,0.0,14.03,0.0,VUSTX,486.16171966181,VUSTX,486.16171966181,10394.137566369498
43,1995-11-30,10.78,0.055,11.07,0.0,15.0,0.0,10.5,0.0,13.95,0.0,VUSTX,488.6421365988601,VUSTX,488.6421365988601,10535.124465071423
44,1995-12-01,10.82,0.0,11.19,0.0,15.02,0.0,10.6,0.0,14.0,0.0,VUSTX,488.6421365988601,VUSTX,488.6421365988601,10574.215835999332
45,1995-12-04,10.93,0.0,11.28,0.0,15.18,0.0,10.73,0.0,13.97,0.0,VUSTX,488.6421365988601,VUSTX,488.6421365988601,10681.717106051081
46,1995-12-05,10.9,0.0,11.24,0.0,15.26,0.0,10.71,0.0,14.06,0.0,VUSTX,488.6421365988601,VUSTX,488.6421365988601,10652.39857785515
47,1995-12-06,10.9,0.0,11.29,0.0,15.29,0.0,10.74,0.0,14.06,0.0,VUSTX,488.6421365988601,VUSTX,488.6421365988601,10652.39857785515
48,1995-12-07,10.86,0.0,11.48,0.0,15.19,0.0,10.7,0.0,14.03,0.0,VUSTX,488.6421365988601,VUSTX,488.6421365988601,10613.30720692724
49,1995-12-08,10.87,0.0,11.4,0.0,15.22,0.0,10.65,0.0,13.95,0.0,VUSTX,488.6421365988601,VUSTX,488.6421365988601,10623.080049659216
50,1995-12-11,10.89,0.0,11.39,0.0,15.26,0.0,10.62,0.0,14.03,0.0,VUSTX,488.6421365988601,VUSTX,488.6421365988601,10642.625735123172
51,1995-12-12,10.88,0.0,11.37,0.0,15.23,0.0,10.67,0.0,14.04,0.0,VUSTX,488.6421365988601,VUSTX,488.6421365988601,10632.852892391196
52,1995-12-13,10.86,0.0,11.38,0.0,15.29,0.0,10.63,0.0,13.99,0.0,VUSTX,488.6421365988601,VUSTX,488.6421365988601,10613.30720692724
53,1995-12-14,10.85,0.0,11.47,0.0,15.17,0.0,10.62,0.0,14.13,0.0,VUSTX,488.6421365988601,VUSTX,488.6421365988601,10603.534364195264
54,1995-12-15,10.84,0.0,11.38,0.0,15.14,0.0,10.65,0.0,14.09,0.0,VUSTX,488.6421365988601,VUSTX,488.6421365988601,10593.761521463286
55,1995-12-18,10.72,0.0,11.41,0.0,14.88,0.0,10.59,0.0,14.01,0.0,VUSTX,488.6421365988601,VUSTX,488.6421365988601,10476.48740867956
56,1995-12-19,10.81,0.0,11.31,0.0,15.03,0.0,10.56,0.0,13.88,0.0,VUSTX,488.6421365988601,VUSTX,488.6421365988601,10564.442993267356
57,1995-12-20,10.81,0.0,11.49,0.0,14.95,0.0,10.8,0.0,13.97,0.0,VUSTX,488.6421365988601,VUSTX,488.6421365988601,10564.442993267356
58,1995-12-21,10.81,0.0,11.61,0.0,15.06,0.0,10.93,0.0,14.04,0.0,VUSTX,488.6421365988601,VUSTX,488.6421365988601,10564.442993267356
59,1995-12-22,10.87,0.0,11.6,0.0,14.91,0.1,10.97,0.0,14.18,0.0,VUSTX,488.6421365988601,VUSTX,488.6421365988601,10623.080049659216
60,1995-12-26,10.89,0.0,11.63,0.0,14.96,0.0,10.94,0.0,14.26,0.0,VUSTX,488.6421365988601,VUSTX,488.6421365988601,10642.625735123172
61,1995-12-27,10.93,0.0,11.54,0.11,14.99,0.0,10.72,0.18,14.01,0.36,VUSTX,488.6421365988601,VUSTX,488.6421365988601,10681.717106051081
62,1995-12-28,10.96,0.0,11.46,0.0,14.98,0.0,10.71,0.0,14.02,0.0,VUSTX,488.6421365988601,VUSTX,488.6421365988601,10711.035634247013
63,1995-12-29,10.79,0.281,11.5,0.0,15.04,0.0,10.74,0.0,14.02,0.0,VPACX,470.41366037269387,VTSMX,359.6912961626316,10819.514188571959
64,1996-01-02,10.77,0.0,11.44,0.0,15.14,0.0,10.85,0.0,14.12,0.0,VPACX,470.41366037269387,VTSMX,359.6912961626316,10827.258498565861
65,1996-01-03,10.79,0.0,11.45,0.0,15.14,0.0,11.2,0.0,14.26,0.0,VPACX,470.41366037269387,VTSMX,359.6912961626316,10831.962635169588
66,1996-01-04,10.71,0.0,11.68,0.0,15.02,0.0,11.35,0.0,14.16,0.0,VPACX,470.41366037269387,VTSMX,359.6912961626316,10896.994821515791
67,1996-01-05,10.68,0.0,11.78,0.0,14.99,0.0,11.35,0.0,14.22,0.0,VPACX,470.41366037269387,VTSMX,359.6912961626316,10933.245448668182
68,1996-01-08,10.69,0.0,11.67,0.0,15.03,0.0,11.37,0.0,14.22,0.0,VPACX,470.41366037269387,VTSMX,359.6912961626316,10895.88759787369
69,1996-01-09,10.66,0.0,11.64,0.0,14.81,0.0,11.29,0.0,14.19,0.0,VPACX,470.41366037269387,VTSMX,359.6912961626316,10802.643102906732
70,1996-01-10,10.55,0.0,11.61,0.0,14.56,0.0,11.22,0.0,14.09,0.0,VPACX,470.41366037269387,VTSMX,359.6912961626316,10698.607869054893
71,1996-01-11,10.55,0.0,11.55,0.0,14.68,0.0,11.3,0.0,14.03,0.0,VPACX,470.41366037269387,VTSMX,359.6912961626316,10713.546004972046
72,1996-01-12,10.57,0.0,11.47,0.0,14.66,0.0,11.41,0.0,14.11,0.0,VPACX,470.41366037269387,VUSTX,498.8717504015307,10668.719086218978
73,1996-01-15,10.57,0.0,11.47,0.0,14.59,0.0,11.49,0.0,14.03,0.0,VPACX,470.41366037269387,VUSTX,498.8717504015307,10668.719086218978
74,1996-01-16,10.65,0.0,11.51,0.0,14.74,0.0,11.48,0.0,14.09,0.0,VPACX,470.41366037269387,VUSTX,498.8717504015307,10727.445372666009
75,1996-01-17,10.73,0.0,11.53,0.0,14.73,0.0,11.47,0.0,14.0,0.0,VPACX,470.41366037269387,VUSTX,498.8717504015307,10776.763385905584
76,1996-01-18,10.76,0.0,11.42,0.0,14.78,0.0,11.39,0.0,14.04,0.0,VPACX,470.41366037269387,VUSTX,498.8717504015307,10739.984035776633
77,1996-01-19,10.78,0.0,11.44,0.0,14.88,0.0,11.56,0.0,14.02,0.0,VPACX,470.41366037269387,VUSTX,498.8717504015307,10759.369743992118
78,1996-01-22,10.69,0.0,11.32,0.0,14.93,0.0,11.7,0.0,14.02,0.0,VPACX,470.41366037269387,VUSTX,498.8717504015307,10658.021647211259
79,1996-01-23,10.64,0.0,11.28,0.0,14.93,0.0,11.77,0.0,13.93,0.0,VPACX,470.41366037269387,VUSTX,498.8717504015307,10614.261513276273
80,1996-01-24,10.71,0.0,11.25,0.0,15.09,0.0,11.7,0.0,14.0,0.0,VPACX,470.41366037269387,VUSTX,498.8717504015307,10635.0701259932
81,1996-01-25,10.61,0.0,11.35,0.0,15.03,0.0,11.74,0.0,14.02,0.0,VPACX,470.41366037269387,VUSTX,498.8717504015307,10632.224316990316
82,1996-01-26,10.69,0.0,11.41,0.0,15.12,0.0,11.71,0.0,13.84,0.0,VPACX,470.41366037269387,VTSMX,352.707606600024,10700.358876644801
83,1996-01-29,10.64,0.0,11.39,0.0,15.18,0.0,11.68,0.0,13.89,0.0,VPACX,470.41366037269387,VTSMX,352.707606600024,10712.113059833348
84,1996-01-30,10.7,0.0,11.37,0.0,15.32,0.0,11.78,0.0,13.93,0.0,VPACX,470.41366037269387,VTSMX,352.707606600024,10752.083851549898
85,1996-01-31,10.73,0.054000000000000006,11.54,0.0,15.44,0.0,11.85,0.0,14.1,0.0,VPACX,470.41366037269387,VTSMX,352.707606600024,10874.379086605259
86,1996-02-01,10.67,0.0,11.58,0.0,15.51,0.0,11.94,0.0,14.1,0.0,VPACX,470.41366037269387,VTSMX,352.707606600024,10917.885165482166
87,1996-02-02,10.6,0.0,11.59,0.0,15.48,0.0,12.12,0.0,14.16,0.0,VPACX,470.41366037269387,VTSMX,352.707606600024,10912.008073887893
88,1996-02-05,10.59,0.0,11.62,0.0,15.59,0.0,12.13,0.0,14.17,0.0,VPACX,470.41366037269387,VTSMX,352.707606600024,10964.918320425077
89,1996-02-06,10.61,0.0,11.6,0.0,15.7,0.0,12.1,0.0,14.2,0.0,VPACX,470.41366037269387,VTSMX,352.707606600024,10994.307883943626
90,1996-02-07,10.6,0.0,11.66,0.0,15.76,0.0,12.04,0.0,14.16,0.0,VPACX,470.41366037269387,VTSMX,352.707606600024,11043.69515996199
91,1996-02-08,10.59,0.0,11.64,0.0,15.89,0.0,11.99,0.0,14.1,0.0,VPACX,470.41366037269387,VTSMX,352.707606600024,11080.138875612538
92,1996-02-09,10.6,0.0,11.56,0.0,15.9,0.0,11.88,0.0,14.09,0.0,VPACX,470.41366037269387,VTSMX,352.707606600024,11046.032858848723
93,1996-02-12,10.66,0.0,11.59,0.0,15.99,0.0,11.86,0.0,14.14,0.0,VPACX,470.41366037269387,VTSMX,352.707606600024,11091.888953253905
94,1996-02-13,10.67,0.0,11.5,0.0,15.96,0.0,11.88,0.0,14.19,0.0,VPACX,470.41366037269387,VTSMX,352.707606600024,11038.970495622363
95,1996-02-14,10.62,0.0,11.58,0.0,15.89,0.0,11.92,0.0,14.21,0.0,VPACX,470.41366037269387,VTSMX,352.707606600024,11051.914055990177
96,1996-02-15,10.54,0.0,11.64,0.0,15.84,0.0,11.97,0.0,14.23,0.0,VPACX,470.41366037269387,VTSMX,352.707606600024,11062.503495282537
97,1996-02-16,10.45,0.0,11.69,0.0,15.79,0.0,11.98,0.0,14.3,0.0,VPACX,470.41366037269387,VTSMX,352.707606600024,11068.388797971169
98,1996-02-20,10.26,0.0,11.52,0.0,15.62,0.0,11.94,0.0,14.12,0.0,VPACX,470.41366037269387,VTSMX,352.707606600024,10928.458182585808
99,1996-02-21,10.27,0.0,11.5,0.0,15.79,0.0,11.96,0.0,14.2,0.0,VPACX,470.41366037269387,VTSMX,352.707606600024,10979.010202500358
100,1996-02-22,10.31,0.0,11.48,0.0,16.040001,0.0,11.95,0.0,14.29,0.0,VPACX,470.41366037269387,VTSMX,352.707606600024,11057.779183650517
101,1996-02-23,10.23,0.0,11.47,0.0,16.049999,0.0,11.95,0.0,14.41,0.0,VUSTX,527.4334979936265,VTSMX,352.707606600024,11056.601417697577
102,1996-02-26,10.19,0.0,11.53,0.0,15.88,0.0,11.88,0.0,14.34,0.0,VUSTX,527.4334979936265,VTSMX,352.707606600024,10975.544137363435
103,1996-02-27,10.16,0.0,11.38,0.0,15.82,0.0,11.83,0.0,14.35,0.0,VUSTX,527.4334979936265,VTSMX,352.707606600024,10938.558676027626
104,1996-02-28,10.15,0.0,11.35,0.0,15.79,0.0,11.8,0.0,14.42,0.0,VUSTX,527.4334979936265,VTSMX,352.707606600024,10922.703112849687
105,1996-02-29,10.15,0.051,11.4,0.0,15.69,0.0,11.66,0.0,14.34,0.0,VUSTX,530.0836564564516,VTSMX,352.707606600024,10914.33146058736
106,1996-03-01,10.26,0.0,11.39,0.0,15.75,0.0,11.8,0.0,14.42,0.0,VUSTX,530.0836564564516,VTSMX,352.707606600024,10993.803119193573
107,1996-03-04,10.31,0.0,11.37,0.0,15.89,0.0,11.9,0.0,14.43,0.0,VUSTX,530.0836564564516,VTSMX,352.707606600024,11069.6863669404
108,1996-03-05,10.26,0.0,11.37,0.0,16.0,0.0,11.95,0.0,14.39,0.0,VUSTX,530.0836564564516,VTSMX,352.707606600024,11081.980020843577
109,1996-03-06,10.19,0.0,11.35,0.0,15.95,0.0,11.87,0.0,14.39,0.0,VUSTX,530.0836564564516,VTSMX,352.707606600024,11027.238784561625
110,1996-03-07,10.17,0.0,11.19,0.0,15.98,0.0,11.7,0.0,14.47,0.0,VUSTX,530.0836564564516,VTSMX,352.707606600024,11027.218339630497
111,1996-03-08,9.87,0.0,11.22,0.0,15.51,0.0,11.58,0.0,14.28,0.0,VUSTX,530.0836564564516,VTSMX,352.707606600024,10702.420667591548
112,1996-03-11,9.98,0.0,11.04,0.0,15.66,0.0,11.27,0.0,14.11,0.0,VUSTX,530.0836564564516,VTSMX,352.707606600024,10813.636010791764
113,1996-03-12,9.94,0.0,11.14,0.0,15.58,0.0,11.38,0.0,14.11,0.0,VUSTX,530.0836564564516,VTSMX,352.707606600024,10764.216056005504
114,1996-03-13,9.9,0.0,11.06,0.0,15.65,0.0,11.3,0.0,14.19,0.0,VUSTX,530.0836564564516,VTSMX,352.707606600024,10767.702242209249
115,1996-03-14,9.91,0.0,11.16,0.0,15.72,0.0,11.44,0.0,14.29,0.0,VUSTX,530.0836564564516,VTSMX,352.707606600024,10797.692611235812
116,1996-03-15,9.83,0.0,11.25,0.0,15.74,0.0,11.51,0.0,14.23,0.0,VUSTX,530.0836564564516,VTSMX,352.707606600024,10762.340070851296
117,1996-03-18,9.87,0.0,11.28,0.0,15.98,0.0,11.58,0.0,14.36,0.0,VUSTX,530.0836564564516,VTSMX,352.707606600024,10868.19324269356
118,1996-03-19,9.87,0.0,11.35,0.0,15.96,0.0,11.7,0.0,14.45,0.0,VUSTX,530.0836564564516,VTSMX,352.707606600024,10861.13909056156
119,1996-03-20,9.93,0.0,11.32,0.0,15.92,0.0,11.68,0.0,14.45,0.0,VUSTX,530.0836564564516,VTSMX,352.707606600024,10878.835805684947
120,1996-03-21,9.97,0.0,11.49,0.0,15.91,0.0,11.85,0.0,14.48,0.0,VUSTX,530.0836564564516,VTSMX,352.707606600024,10896.512075877206
121,1996-03-22,9.93,0.0,11.46,0.0,15.94,0.0,11.9,0.0,14.49,0.0,VPACX,459.3133253588625,VTSMX,352.707606600024,10885.889957816948
122,1996-03-25,10.01,0.0,11.61,0.0,15.9,0.0,11.93,0.0,14.49,0.0,VPACX,459.3133253588625,VTSMX,352.707606600024,10940.678652356775
123,1996-03-26,10.0,0.0,11.63,0.0,15.85,0.06,11.88,0.0,14.4,0.02,VPACX,459.3133253588625,VTSMX,354.04277735056036,10953.391994929952
124,1996-03-27,9.89,0.0,11.68,0.0,15.8,0.0,11.85,0.0,14.4,0.0,VPACX,459.3133253588625,VTSMX,354.04277735056036,10958.655522330368
125,1996-03-28,9.82,0.0,11.69,0.0,15.82,0.0,11.81,0.0,14.42,0.0,VPACX,459.3133253588625,VTSMX,354.04277735056036,10970.329511130967
126,1996-03-29,9.88,0.069,11.75,0.0,15.78,0.0,11.83,0.0,14.52,0.0,VEIEX,464.2318934724632,VTSMX,348.02682508106716,10983.726599558478
127,1996-04-01,9.9,0.0,11.76,0.0,15.95,0.0,11.87,0.0,14.53,0.0,VEIEX,464.2318934724632,VTSMX,348.02682508106716,11061.46043556116
128,1996-04-02,9.95,0.0,11.78,0.0,15.99,0.0,11.95,0.0,14.57,0.0,VEIEX,464.2318934724632,VTSMX,348.02682508106716,11112.5200600422
129,1996-04-03,9.93,0.0,11.78,0.0,16.01,0.0,11.98,0.0,14.55,0.0,VEIEX,464.2318934724632,VTSMX,348.02682508106716,11133.407553347995
130,1996-04-04,9.89,0.0,11.75,0.0,16.02,0.0,12.01,0.0,14.61,0.0,VEIEX,464.2318934724632,VTSMX,348.02682508106716,11150.814778402979
131,1996-04-08,9.64,0.0,11.69,0.0,15.75,0.0,11.85,0.0,14.63,0.0,VEIEX,464.2318934724632,VTSMX,348.02682508106716,10982.570432675497
132,1996-04-09,9.7,0.0,11.74,0.0,15.74,0.0,11.84,0.0,14.55,0.0,VEIEX,464.2318934724632,VTSMX,348.02682508106716,10974.447845489962
133,1996-04-10,9.63,0.0,11.76,0.0,15.56,0.0,11.93,0.0,14.57,0.0,VEIEX,464.2318934724632,VTSMX,348.02682508106716,10953.58388738789
134,1996-04-11,9.58,0.0,11.75,0.0,15.47,0.0,11.9,0.0,14.47,0.0,VEIEX,464.2318934724632,VTSMX,348.02682508106716,10908.33451632642
135,1996-04-12,9.73,0.0,11.73,0.0,15.6,0.0,11.99,0.0,14.48,0.0,VEIEX,464.2318934724632,VUSTX,557.9875098935917,10995.358873999481
136,1996-04-15,9.76,0.0,11.83,0.0,15.73,0.0,12.05,0.0,14.52,0.0,VEIEX,464.2318934724632,VUSTX,557.9875098935917,11039.952412904637
137,1996-04-16,9.77,0.0,11.84,0.0,15.82,0.0,12.12,0.0,14.59,0.0,VEIEX,464.2318934724632,VUSTX,557.9875098935917,11078.028520546643
138,1996-04-17,9.71,0.0,11.8,0.0,15.74,0.0,12.15,0.0,14.55,0.0,VEIEX,464.2318934724632,VUSTX,557.9875098935917,11058.476226757204
139,1996-04-18,9.68,0.0,11.84,0.0,15.8,0.0,12.12,0.0,14.57,0.0,VEIEX,464.2318934724632,VUSTX,557.9875098935917,11027.80964465622
140,1996-04-19,9.73,0.0,11.93,0.0,15.85,0.0,12.19,0.0,14.74,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11088.205252693973
141,1996-04-22,9.77,0.0,12.07,0.0,15.94,0.0,12.13,0.0,14.79,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11091.179708954005
142,1996-04-23,9.75,0.0,12.12,0.0,16.040001,0.0,12.1,0.0,14.75,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11111.506838985475
143,1996-04-24,9.72,0.0,12.13,0.0,16.040001,0.0,12.1,0.0,14.72,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11111.506838985475
144,1996-04-25,9.72,0.0,12.15,0.0,16.110001,0.0,12.06,0.0,14.67,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11116.915184255315
145,1996-04-26,9.75,0.0,12.26,0.0,16.139999,0.0,12.09,0.0,14.73,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11141.117579274061
146,1996-04-29,9.71,0.0,12.37,0.0,16.16,0.0,12.07,0.0,14.68,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11138.684032801697
147,1996-04-30,9.65,0.054000000000000006,12.36,0.0,16.16,0.0,12.15,0.0,14.61,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11175.822584279493
148,1996-05-01,9.65,0.0,12.22,0.0,16.200001,0.0,12.16,0.0,14.58,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11194.166743470942
149,1996-05-02,9.5,0.0,12.2,0.0,15.95,0.0,12.17,0.0,14.56,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11113.174359122724
150,1996-05-03,9.43,0.0,12.17,0.0,15.92,0.0,12.08,0.0,14.47,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11061.117365420741
151,1996-05-06,9.47,0.0,12.15,0.0,15.9,0.0,12.02,0.0,14.48,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11026.412702952755
152,1996-05-07,9.46,0.0,12.05,0.0,15.84,0.0,12.11,0.0,14.49,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11047.641326786357
153,1996-05-08,9.54,0.0,12.08,0.0,15.94,0.0,12.12,0.0,14.45,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11086.537390019279
154,1996-05-09,9.5,0.0,12.02,0.0,15.98,0.0,12.14,0.0,14.5,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11109.52352560801
155,1996-05-10,9.6,0.0,11.91,0.0,16.15,0.0,12.2,0.0,14.55,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11195.608804523297
156,1996-05-13,9.62,0.0,11.87,0.0,16.370001000000002,0.0,12.27,0.0,14.47,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11303.463617059853
157,1996-05-14,9.68,0.0,11.86,0.0,16.48,0.0,12.28,0.0,14.54,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11345.784712185152
158,1996-05-15,9.69,0.0,11.98,0.0,16.48,0.0,12.27,0.0,14.58,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11341.14239325043
159,1996-05-16,9.63,0.0,12.02,0.0,16.49,0.0,12.22,0.0,14.52,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11321.356173006625
160,1996-05-17,9.69,0.0,11.95,0.0,16.58,0.0,12.28,0.0,14.68,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11380.038456483351
161,1996-05-20,9.71,0.0,11.93,0.0,16.68,0.0,12.3,0.0,14.65,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11423.576838651003
162,1996-05-21,9.69,0.0,11.94,0.0,16.67,0.0,12.31,0.0,14.66,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11424.793783155907
163,1996-05-22,9.73,0.0,11.92,0.0,16.780001000000002,0.0,12.31,0.0,14.57,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11462.47324442137
164,1996-05-23,9.68,0.0,11.82,0.0,16.74,0.0,12.24,0.0,14.57,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11416.275171621573
165,1996-05-24,9.72,0.0,11.76,0.0,16.780001000000002,0.0,12.29,0.0,14.57,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11453.18860655192
166,1996-05-28,9.7,0.0,11.74,0.0,16.629998999999998,0.0,12.33,0.0,14.6,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11420.376580768632
167,1996-05-29,9.62,0.0,11.76,0.0,16.530001000000002,0.0,12.29,0.0,14.62,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11367.55424580642
168,1996-05-30,9.63,0.0,11.83,0.0,16.620001000000002,0.0,12.32,0.0,14.64,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11412.309572478975
169,1996-05-31,9.55,0.055999999999999994,11.86,0.0,16.59,0.0,12.33,0.0,14.78,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11406.675425586796
170,1996-06-03,9.53,0.0,11.72,0.0,16.549999,0.0,12.25,0.0,14.77,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11355.835033852276
171,1996-06-04,9.55,0.0,11.72,0.0,16.66,0.0,12.27,0.0,14.79,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11402.799132987187
172,1996-06-05,9.58,0.0,11.73,0.0,16.790001,0.0,12.28,0.0,14.81,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11451.971662047014
173,1996-06-06,9.66,0.0,11.68,0.0,16.66,0.0,12.32,0.0,14.84,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11426.01072766081
174,1996-06-07,9.48,0.0,11.66,0.0,16.629998999999998,0.0,12.29,0.0,14.66,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11401.807305029732
175,1996-06-10,9.45,0.0,11.64,0.0,16.620001000000002,0.0,12.27,0.0,14.72,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11389.097977805352
176,1996-06-11,9.42,0.0,11.65,0.0,16.6,0.0,12.15,0.0,14.78,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11326.539059191573
177,1996-06-12,9.37,0.0,11.74,0.0,16.59,0.0,12.15,0.0,14.81,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11323.113684761753
178,1996-06-13,9.4,0.0,11.75,0.0,16.540001,0.0,12.08,0.0,14.77,0.0,VEIEX,464.2318934724632,VTSMX,342.53744298199666,11273.490922607023
179,1996-06-14,9.45,0.0,11.86,0.0,16.48,0.0,12.13,0.0,14.81,0.0,VUSTX,595.887075959892,VTSMX,342.53744298199666,11276.149928164283
180,1996-06-17,9.5,0.0,11.8,0.0,16.450001,0.0,12.17,0.0,14.89,0.0,VUSTX,595.887075959892,VTSMX,342.53744298199666,11295.66850121026
181,1996-06-18,9.48,0.0,11.92,0.0,16.33,0.0,12.22,0.0,14.94,0.0,VUSTX,595.887075959892,VTSMX,342.53744298199666,11242.64592399578
182,1996-06-19,9.45,0.0,11.92,0.0,16.309998999999998,0.0,12.25,0.0,14.9,0.0,VUSTX,595.887075959892,VTSMX,342.53744298199666,11217.9182203199
183,1996-06-20,9.46,0.0,11.94,0.0,16.27,0.0,12.23,0.0,14.81,0.0,VUSTX,595.887075959892,VTSMX,342.53744298199666,11210.175935897663
184,1996-06-21,9.47,0.0,11.93,0.0,16.370001000000002,0.0,12.25,0.0,14.79,0.0,VEIEX,460.65719259919814,VTSMX,342.53744298199666,11250.388893492905
185,1996-06-24,9.48,0.0,11.99,0.0,16.41,0.0,12.28,0.0,14.81,0.0,VEIEX,460.65719259919814,VTSMX,342.53744298199666,11277.909764452717
186,1996-06-25,9.52,0.0,11.97,0.0,16.33,0.06,12.27,0.0,14.79,0.0,VEIEX,460.65719259919814,VTSMX,343.7960006414529,11266.452443667087
187,1996-06-26,9.53,0.0,11.96,0.0,16.190001000000002,0.0,12.31,0.0,14.85,0.0,VEIEX,460.65719259919814,VTSMX,343.7960006414529,11236.747635077252
