,Date,VTSMX,VTSMX Div,VUSTX,VUSTX Div,VPACX,VPACX Div,VEURX,VEURX Div,VEIEX,VEIEX Div,Enter 1,Shares 1,Capital
20,1995-10-27,14.34,0.0,10.55,0.0,10.42,0.0,13.64,0.0,10.43,0.0,VUSTX,933.1946263920245,9845.203308435859
21,1995-10-30,14.44,0.0,10.56,0.0,10.5,0.0,13.78,0.0,10.46,0.0,VUSTX,933.1946263920245,9854.535254699778
22,1995-10-31,14.4,0.0,10.59,0.057,10.55,0.0,13.87,0.0,10.46,0.0,VUSTX,938.2174869873356,9935.723187195885
23,1995-11-01,14.47,0.0,10.63,0.0,10.44,0.0,13.83,0.0,10.36,0.0,VUSTX,938.2174869873356,9973.251886675378
24,1995-11-02,14.62,0.0,10.67,0.0,10.56,0.0,13.86,0.0,10.27,0.0,VUSTX,938.2174869873356,10010.780586154871
25,1995-11-03,14.66,0.0,10.65,0.0,10.57,0.0,13.88,0.0,10.3,0.0,VTSMX,681.5836450487807,9992.016236415126
26,1995-11-06,14.63,0.0,10.64,0.0,10.61,0.0,13.85,0.0,10.26,0.0,VTSMX,681.5836450487807,9971.568727063663
27,1995-11-07,14.56,0.0,10.61,0.0,10.59,0.0,13.9,0.0,10.23,0.0,VTSMX,681.5836450487807,9923.857871910248
28,1995-11-08,14.67,0.0,10.68,0.0,10.59,0.0,13.94,0.0,10.15,0.0,VTSMX,681.5836450487807,9998.832072865613
29,1995-11-09,14.72,0.0,10.63,0.0,10.64,0.0,13.93,0.0,10.13,0.0,VTSMX,681.5836450487807,10032.911255118051
30,1995-11-10,14.71,0.0,10.58,0.0,10.69,0.0,13.87,0.0,10.02,0.0,VTSMX,681.5836450487807,10026.095418667564
31,1995-11-13,14.69,0.0,10.64,0.0,10.56,0.0,13.8,0.0,9.83,0.0,VTSMX,681.5836450487807,10012.463745766589
32,1995-11-14,14.6,0.0,10.62,0.0,10.58,0.0,13.87,0.0,9.81,0.0,VTSMX,681.5836450487807,9951.121217712198
33,1995-11-15,14.68,0.0,10.59,0.0,10.56,0.0,13.97,0.0,9.82,0.0,VTSMX,681.5836450487807,10005.6479093161
34,1995-11-16,14.77,0.0,10.64,0.0,10.55,0.0,14.05,0.0,9.91,0.0,VTSMX,681.5836450487807,10066.99043737049
35,1995-11-17,14.83,0.0,10.66,0.0,10.63,0.0,14.05,0.0,9.95,0.0,VTSMX,681.5836450487807,10107.885456073418
36,1995-11-20,14.75,0.0,10.63,0.0,10.83,0.0,14.08,0.0,9.92,0.0,VTSMX,681.5836450487807,10053.358764469514
37,1995-11-21,14.78,0.0,10.61,0.0,10.85,0.0,14.09,0.0,10.08,0.0,VTSMX,681.5836450487807,10073.806273820977
38,1995-11-22,14.76,0.0,10.61,0.0,10.83,0.0,14.14,0.0,10.21,0.0,VTSMX,681.5836450487807,10060.174600920003
39,1995-11-24,14.8,0.0,10.64,0.0,10.78,0.0,14.14,0.0,10.18,0.0,VTSMX,681.5836450487807,10087.437946721955
40,1995-11-27,14.84,0.0,10.68,0.0,10.87,0.0,14.12,0.0,10.18,0.0,VTSMX,681.5836450487807,10114.701292523905
41,1995-11-28,14.95,0.0,10.67,0.0,11.01,0.0,14.08,0.0,10.25,0.0,VTSMX,681.5836450487807,10189.675493479272
42,1995-11-29,15.01,0.0,10.69,0.0,10.93,0.0,14.03,0.0,10.39,0.0,VTSMX,681.5836450487807,10230.570512182197
43,1995-11-30,15.0,0.0,10.78,0.055,11.07,0.0,13.95,0.0,10.5,0.0,VTSMX,681.5836450487807,10223.75467573171
44,1995-12-01,15.02,0.0,10.82,0.0,11.19,0.0,14.0,0.0,10.6,0.0,VTSMX,681.5836450487807,10237.386348632686
45,1995-12-04,15.18,0.0,10.93,0.0,11.28,0.0,13.97,0.0,10.73,0.0,VTSMX,681.5836450487807,10346.43973184049
46,1995-12-05,15.26,0.0,10.9,0.0,11.24,0.0,14.06,0.0,10.71,0.0,VTSMX,681.5836450487807,10400.966423444394
47,1995-12-06,15.29,0.0,10.9,0.0,11.29,0.0,14.06,0.0,10.74,0.0,VTSMX,681.5836450487807,10421.413932795856
48,1995-12-07,15.19,0.0,10.86,0.0,11.48,0.0,14.03,0.0,10.7,0.0,VTSMX,681.5836450487807,10353.255568290979
49,1995-12-08,15.22,0.0,10.87,0.0,11.4,0.0,13.95,0.0,10.65,0.0,VTSMX,681.5836450487807,10373.703077642442
50,1995-12-11,15.26,0.0,10.89,0.0,11.39,0.0,14.03,0.0,10.62,0.0,VTSMX,681.5836450487807,10400.966423444394
51,1995-12-12,15.23,0.0,10.88,0.0,11.37,0.0,14.04,0.0,10.67,0.0,VTSMX,681.5836450487807,10380.51891409293
52,1995-12-13,15.29,0.0,10.86,0.0,11.38,0.0,13.99,0.0,10.63,0.0,VTSMX,681.5836450487807,10421.413932795856
53,1995-12-14,15.17,0.0,10.85,0.0,11.47,0.0,14.13,0.0,10.62,0.0,VTSMX,681.5836450487807,10339.623895390003
54,1995-12-15,15.14,0.0,10.84,0.0,11.38,0.0,14.09,0.0,10.65,0.0,VTSMX,681.5836450487807,10319.17638603854
55,1995-12-18,14.88,0.0,10.72,0.0,11.41,0.0,14.01,0.0,10.59,0.0,VTSMX,681.5836450487807,10141.964638325857
56,1995-12-19,15.03,0.0,10.81,0.0,11.31,0.0,13.88,0.0,10.56,0.0,VTSMX,681.5836450487807,10244.202185083173
57,1995-12-20,14.95,0.0,10.81,0.0,11.49,0.0,13.97,0.0,10.8,0.0,VTSMX,681.5836450487807,10189.675493479272
58,1995-12-21,15.06,0.0,10.81,0.0,11.61,0.0,14.04,0.0,10.93,0.0,VTSMX,681.5836450487807,10264.649694434638
59,1995-12-22,14.91,0.1,10.87,0.0,11.6,0.0,14.18,0.0,10.97,0.0,VUSTX,941.1748401271572,10230.570512182197
60,1995-12-26,14.96,0.0,10.89,0.0,11.63,0.0,14.26,0.0,10.94,0.0,VUSTX,941.1748401271572,10249.394008984742
61,1995-12-27,14.99,0.0,10.93,0.0,11.54,0.11,14.01,0.36,10.72,0.18,VUSTX,941.1748401271572,10287.041002589827
62,1995-12-28,14.98,0.0,10.96,0.0,11.46,0.0,14.02,0.0,10.71,0.0,VUSTX,941.1748401271572,10315.276247793643
63,1995-12-29,15.04,0.0,10.79,0.281,11.5,0.0,14.02,0.0,10.74,0.0,VPACX,906.0649265258919,10419.746655047757
64,1996-01-02,15.14,0.0,10.77,0.0,11.44,0.0,14.12,0.0,10.85,0.0,VPACX,906.0649265258919,10365.382759456203
65,1996-01-03,15.14,0.0,10.79,0.0,11.45,0.0,14.26,0.0,11.2,0.0,VPACX,906.0649265258919,10374.443408721461
66,1996-01-04,15.02,0.0,10.71,0.0,11.68,0.0,14.16,0.0,11.35,0.0,VPACX,906.0649265258919,10582.838341822417
67,1996-01-05,14.99,0.0,10.68,0.0,11.78,0.0,14.22,0.0,11.35,0.0,VPACX,906.0649265258919,10673.444834475005
68,1996-01-08,15.03,0.0,10.69,0.0,11.67,0.0,14.22,0.0,11.37,0.0,VPACX,906.0649265258919,10573.777692557158
69,1996-01-09,14.81,0.0,10.66,0.0,11.64,0.0,14.19,0.0,11.29,0.0,VPACX,906.0649265258919,10546.595744761382
70,1996-01-10,14.56,0.0,10.55,0.0,11.61,0.0,14.09,0.0,11.22,0.0,VPACX,906.0649265258919,10519.413796965604
71,1996-01-11,14.68,0.0,10.55,0.0,11.55,0.0,14.03,0.0,11.3,0.0,VPACX,906.0649265258919,10465.049901374052
72,1996-01-12,14.66,0.0,10.57,0.0,11.47,0.0,14.11,0.0,11.41,0.0,VUSTX,983.213311944369,10392.56470725198
73,1996-01-15,14.59,0.0,10.57,0.0,11.47,0.0,14.03,0.0,11.49,0.0,VUSTX,983.213311944369,10392.56470725198
74,1996-01-16,14.74,0.0,10.65,0.0,11.51,0.0,14.09,0.0,11.48,0.0,VUSTX,983.213311944369,10471.221772207531
75,1996-01-17,14.73,0.0,10.73,0.0,11.53,0.0,14.0,0.0,11.47,0.0,VUSTX,983.213311944369,10549.87883716308
76,1996-01-18,14.78,0.0,10.76,0.0,11.42,0.0,14.04,0.0,11.39,0.0,VUSTX,983.213311944369,10579.375236521411
77,1996-01-19,14.88,0.0,10.78,0.0,11.44,0.0,14.02,0.0,11.56,0.0,VUSTX,983.213311944369,10599.039502760297
78,1996-01-22,14.93,0.0,10.69,0.0,11.32,0.0,14.02,0.0,11.7,0.0,VUSTX,983.213311944369,10510.550304685305
79,1996-01-23,14.93,0.0,10.64,0.0,11.28,0.0,13.93,0.0,11.77,0.0,VUSTX,983.213311944369,10461.389639088087
80,1996-01-24,15.09,0.0,10.71,0.0,11.25,0.0,14.0,0.0,11.7,0.0,VUSTX,983.213311944369,10530.214570924192
81,1996-01-25,15.03,0.0,10.61,0.0,11.35,0.0,14.02,0.0,11.74,0.0,VUSTX,983.213311944369,10431.893239729754
82,1996-01-26,15.12,0.0,10.69,0.0,11.41,0.0,13.84,0.0,11.71,0.0,VUSTX,983.213311944369,10510.550304685305
83,1996-01-29,15.18,0.0,10.64,0.0,11.39,0.0,13.89,0.0,11.68,0.0,VUSTX,983.213311944369,10461.389639088087
84,1996-01-30,15.32,0.0,10.7,0.0,11.37,0.0,13.93,0.0,11.78,0.0,VUSTX,983.213311944369,10520.382437804748
85,1996-01-31,15.44,0.0,10.73,0.054000000000000006,11.54,0.0,14.1,0.0,11.85,0.0,VUSTX,988.161449767761,10602.972356008077
86,1996-02-01,15.51,0.0,10.67,0.0,11.58,0.0,14.1,0.0,11.94,0.0,VUSTX,988.161449767761,10543.68266902201
87,1996-02-02,15.48,0.0,10.6,0.0,11.59,0.0,14.16,0.0,12.12,0.0,VPACX,903.7542163536037,10474.511367538267
88,1996-02-05,15.59,0.0,10.59,0.0,11.62,0.0,14.17,0.0,12.13,0.0,VPACX,903.7542163536037,10501.623994028874
89,1996-02-06,15.7,0.0,10.61,0.0,11.6,0.0,14.2,0.0,12.1,0.0,VPACX,903.7542163536037,10483.548909701803
90,1996-02-07,15.76,0.0,10.6,0.0,11.66,0.0,14.16,0.0,12.04,0.0,VPACX,903.7542163536037,10537.77416268302
91,1996-02-08,15.89,0.0,10.59,0.0,11.64,0.0,14.1,0.0,11.99,0.0,VPACX,903.7542163536037,10519.699078355949
92,1996-02-09,15.9,0.0,10.6,0.0,11.56,0.0,14.09,0.0,11.88,0.0,VPACX,903.7542163536037,10447.39874104766
93,1996-02-12,15.99,0.0,10.66,0.0,11.59,0.0,14.14,0.0,11.86,0.0,VPACX,903.7542163536037,10474.511367538267
94,1996-02-13,15.96,0.0,10.67,0.0,11.5,0.0,14.19,0.0,11.88,0.0,VPACX,903.7542163536037,10393.173488066443
95,1996-02-14,15.89,0.0,10.62,0.0,11.58,0.0,14.21,0.0,11.92,0.0,VPACX,903.7542163536037,10465.473825374731
96,1996-02-15,15.84,0.0,10.54,0.0,11.64,0.0,14.23,0.0,11.97,0.0,VPACX,903.7542163536037,10519.699078355949
97,1996-02-16,15.79,0.0,10.45,0.0,11.69,0.0,14.3,0.0,11.98,0.0,VPACX,903.7542163536037,10564.886789173628
98,1996-02-20,15.62,0.0,10.26,0.0,11.52,0.0,14.12,0.0,11.94,0.0,VPACX,903.7542163536037,10411.248572393515
99,1996-02-21,15.79,0.0,10.27,0.0,11.5,0.0,14.2,0.0,11.96,0.0,VPACX,903.7542163536037,10393.173488066443
100,1996-02-22,16.040001,0.0,10.31,0.0,11.48,0.0,14.29,0.0,11.95,0.0,VPACX,903.7542163536037,10375.098403739372
101,1996-02-23,16.049999,0.0,10.23,0.0,11.47,0.0,14.41,0.0,11.95,0.0,VUSTX,1013.3001819722224,10366.060861575836
102,1996-02-26,15.88,0.0,10.19,0.0,11.53,0.0,14.34,0.0,11.88,0.0,VUSTX,1013.3001819722224,10325.528854296947
103,1996-02-27,15.82,0.0,10.16,0.0,11.38,0.0,14.35,0.0,11.83,0.0,VUSTX,1013.3001819722224,10295.12984883778
104,1996-02-28,15.79,0.0,10.15,0.0,11.35,0.0,14.42,0.0,11.8,0.0,VUSTX,1013.3001819722224,10284.996847018057
105,1996-02-29,15.69,0.0,10.15,0.051,11.4,0.0,14.34,0.0,11.66,0.0,VUSTX,1018.3916410146444,10336.675156298641
106,1996-03-01,15.75,0.0,10.26,0.0,11.39,0.0,14.42,0.0,11.8,0.0,VUSTX,1018.3916410146444,10448.69823681025
107,1996-03-04,15.89,0.0,10.31,0.0,11.37,0.0,14.43,0.0,11.9,0.0,VUSTX,1018.3916410146444,10499.617818860985
108,1996-03-05,16.0,0.0,10.26,0.0,11.37,0.0,14.39,0.0,11.95,0.0,VUSTX,1018.3916410146444,10448.69823681025
109,1996-03-06,15.95,0.0,10.19,0.0,11.35,0.0,14.39,0.0,11.87,0.0,VUSTX,1018.3916410146444,10377.410821939226
110,1996-03-07,15.98,0.0,10.17,0.0,11.19,0.0,14.47,0.0,11.7,0.0,VUSTX,1018.3916410146444,10357.042989118934
111,1996-03-08,15.51,0.0,9.87,0.0,11.22,0.0,14.28,0.0,11.58,0.0,VUSTX,1018.3916410146444,10051.52549681454
112,1996-03-11,15.66,0.0,9.98,0.0,11.04,0.0,14.11,0.0,11.27,0.0,VUSTX,1018.3916410146444,10163.548577326152
113,1996-03-12,15.58,0.0,9.94,0.0,11.14,0.0,14.11,0.0,11.38,0.0,VUSTX,1018.3916410146444,10122.812911685565
114,1996-03-13,15.65,0.0,9.9,0.0,11.06,0.0,14.19,0.0,11.3,0.0,VUSTX,1018.3916410146444,10082.07724604498
115,1996-03-14,15.72,0.0,9.91,0.0,11.16,0.0,14.29,0.0,11.44,0.0,VUSTX,1018.3916410146444,10092.261162455126
116,1996-03-15,15.74,0.0,9.83,0.0,11.25,0.0,14.23,0.0,11.51,0.0,VUSTX,1018.3916410146444,10010.789831173954
117,1996-03-18,15.98,0.0,9.87,0.0,11.28,0.0,14.36,0.0,11.58,0.0,VUSTX,1018.3916410146444,10051.52549681454
118,1996-03-19,15.96,0.0,9.87,0.0,11.35,0.0,14.45,0.0,11.7,0.0,VUSTX,1018.3916410146444,10051.52549681454
119,1996-03-20,15.92,0.0,9.93,0.0,11.32,0.0,14.45,0.0,11.68,0.0,VUSTX,1018.3916410146444,10112.628995275418
120,1996-03-21,15.91,0.0,9.97,0.0,11.49,0.0,14.48,0.0,11.85,0.0,VUSTX,1018.3916410146444,10153.364660916006
121,1996-03-22,15.94,0.0,9.93,0.0,11.46,0.0,14.49,0.0,11.9,0.0,VPACX,882.4283590990765,10112.628995275418
122,1996-03-25,15.9,0.0,10.01,0.0,11.61,0.0,14.49,0.0,11.93,0.0,VPACX,882.4283590990765,10244.993249140278
123,1996-03-26,15.85,0.06,10.0,0.0,11.63,0.0,14.4,0.02,11.88,0.0,VPACX,882.4283590990765,10262.64181632226
124,1996-03-27,15.8,0.0,9.89,0.0,11.68,0.0,14.4,0.0,11.85,0.0,VPACX,882.4283590990765,10306.763234277214
125,1996-03-28,15.82,0.0,9.82,0.0,11.69,0.0,14.42,0.0,11.81,0.0,VPACX,882.4283590990765,10315.587517868204
126,1996-03-29,15.78,0.0,9.88,0.069,11.75,0.0,14.52,0.0,11.83,0.0,VPACX,882.4283590990765,10368.533219414148
127,1996-04-01,15.95,0.0,9.9,0.0,11.76,0.0,14.53,0.0,11.87,0.0,VPACX,882.4283590990765,10377.35750300514
128,1996-04-02,15.99,0.0,9.95,0.0,11.78,0.0,14.57,0.0,11.95,0.0,VPACX,882.4283590990765,10395.00607018712
129,1996-04-03,16.01,0.0,9.93,0.0,11.78,0.0,14.55,0.0,11.98,0.0,VPACX,882.4283590990765,10395.00607018712
130,1996-04-04,16.02,0.0,9.89,0.0,11.75,0.0,14.61,0.0,12.01,0.0,VPACX,882.4283590990765,10368.533219414148
131,1996-04-08,15.75,0.0,9.64,0.0,11.69,0.0,14.63,0.0,11.85,0.0,VPACX,882.4283590990765,10315.587517868204
132,1996-04-09,15.74,0.0,9.7,0.0,11.74,0.0,14.55,0.0,11.84,0.0,VPACX,882.4283590990765,10359.708935823159
133,1996-04-10,15.56,0.0,9.63,0.0,11.76,0.0,14.57,0.0,11.93,0.0,VPACX,882.4283590990765,10377.35750300514
134,1996-04-11,15.47,0.0,9.58,0.0,11.75,0.0,14.47,0.0,11.9,0.0,VPACX,882.4283590990765,10368.533219414148
135,1996-04-12,15.6,0.0,9.73,0.0,11.73,0.0,14.48,0.0,11.99,0.0,VPACX,882.4283590990765,10350.884652232167
136,1996-04-15,15.73,0.0,9.76,0.0,11.83,0.0,14.52,0.0,12.05,0.0,VPACX,882.4283590990765,10439.127488142074
137,1996-04-16,15.82,0.0,9.77,0.0,11.84,0.0,14.59,0.0,12.12,0.0,VPACX,882.4283590990765,10447.951771733065
138,1996-04-17,15.74,0.0,9.71,0.0,11.8,0.0,14.55,0.0,12.15,0.0,VPACX,882.4283590990765,10412.654637369104
139,1996-04-18,15.8,0.0,9.68,0.0,11.84,0.0,14.57,0.0,12.12,0.0,VPACX,882.4283590990765,10447.951771733065
140,1996-04-19,15.85,0.0,9.73,0.0,11.93,0.0,14.74,0.0,12.19,0.0,VPACX,882.4283590990765,10527.370324051983
141,1996-04-22,15.94,0.0,9.77,0.0,12.07,0.0,14.79,0.0,12.13,0.0,VPACX,882.4283590990765,10650.910294325853
142,1996-04-23,16.040001,0.0,9.75,0.0,12.12,0.0,14.75,0.0,12.1,0.0,VPACX,882.4283590990765,10695.031712280806
143,1996-04-24,16.040001,0.0,9.72,0.0,12.13,0.0,14.72,0.0,12.1,0.0,VPACX,882.4283590990765,10703.855995871798
144,1996-04-25,16.110001,0.0,9.72,0.0,12.15,0.0,14.67,0.0,12.06,0.0,VPACX,882.4283590990765,10721.504563053779
145,1996-04-26,16.139999,0.0,9.75,0.0,12.26,0.0,14.73,0.0,12.09,0.0,VPACX,882.4283590990765,10818.571682554677
146,1996-04-29,16.16,0.0,9.71,0.0,12.37,0.0,14.68,0.0,12.07,0.0,VPACX,882.4283590990765,10915.638802055575
147,1996-04-30,16.16,0.0,9.65,0.054000000000000006,12.36,0.0,14.61,0.0,12.15,0.0,VPACX,882.4283590990765,10906.814518464585
148,1996-05-01,16.200001,0.0,9.65,0.0,12.22,0.0,14.58,0.0,12.16,0.0,VPACX,882.4283590990765,10783.274548190715
149,1996-05-02,15.95,0.0,9.5,0.0,12.2,0.0,14.56,0.0,12.17,0.0,VPACX,882.4283590990765,10765.625981008732
150,1996-05-03,15.92,0.0,9.43,0.0,12.17,0.0,14.47,0.0,12.08,0.0,VPACX,882.4283590990765,10739.153130235762
151,1996-05-06,15.9,0.0,9.47,0.0,12.15,0.0,14.48,0.0,12.02,0.0,VPACX,882.4283590990765,10721.504563053779
152,1996-05-07,15.84,0.0,9.46,0.0,12.05,0.0,14.49,0.0,12.11,0.0,VPACX,882.4283590990765,10633.261727143872
153,1996-05-08,15.94,0.0,9.54,0.0,12.08,0.0,14.45,0.0,12.12,0.0,VPACX,882.4283590990765,10659.734577916845
154,1996-05-09,15.98,0.0,9.5,0.0,12.02,0.0,14.5,0.0,12.14,0.0,VPACX,882.4283590990765,10606.7888763709
155,1996-05-10,16.15,0.0,9.6,0.0,11.91,0.0,14.55,0.0,12.2,0.0,VUSTX,1094.7626830072918,10509.721756870002
156,1996-05-13,16.370001000000002,0.0,9.62,0.0,11.87,0.0,14.47,0.0,12.27,0.0,VUSTX,1094.7626830072918,10531.617010530146
157,1996-05-14,16.48,0.0,9.68,0.0,11.86,0.0,14.54,0.0,12.28,0.0,VUSTX,1094.7626830072918,10597.302771510584
158,1996-05-15,16.48,0.0,9.69,0.0,11.98,0.0,14.58,0.0,12.27,0.0,VUSTX,1094.7626830072918,10608.250398340657
159,1996-05-16,16.49,0.0,9.63,0.0,12.02,0.0,14.52,0.0,12.22,0.0,VUSTX,1094.7626830072918,10542.564637360221
160,1996-05-17,16.58,0.0,9.69,0.0,11.95,0.0,14.68,0.0,12.28,0.0,VUSTX,1094.7626830072918,10608.250398340657
161,1996-05-20,16.68,0.0,9.71,0.0,11.93,0.0,14.65,0.0,12.3,0.0,VUSTX,1094.7626830072918,10630.145652000805
162,1996-05-21,16.67,0.0,9.69,0.0,11.94,0.0,14.66,0.0,12.31,0.0,VUSTX,1094.7626830072918,10608.250398340657
163,1996-05-22,16.780001000000002,0.0,9.73,0.0,11.92,0.0,14.57,0.0,12.31,0.0,VUSTX,1094.7626830072918,10652.04090566095
164,1996-05-23,16.74,0.0,9.68,0.0,11.82,0.0,14.57,0.0,12.24,0.0,VUSTX,1094.7626830072918,10597.302771510584
165,1996-05-24,16.780001000000002,0.0,9.72,0.0,11.76,0.0,14.57,0.0,12.29,0.0,VUSTX,1094.7626830072918,10641.093278830876
166,1996-05-28,16.629998999999998,0.0,9.7,0.0,11.74,0.0,14.6,0.0,12.33,0.0,VUSTX,1094.7626830072918,10619.19802517073
167,1996-05-29,16.530001000000002,0.0,9.62,0.0,11.76,0.0,14.62,0.0,12.29,0.0,VUSTX,1094.7626830072918,10531.617010530146
168,1996-05-30,16.620001000000002,0.0,9.63,0.0,11.83,0.0,14.64,0.0,12.32,0.0,VUSTX,1094.7626830072918,10542.564637360221
169,1996-05-31,16.59,0.0,9.55,0.055999999999999994,11.86,0.0,14.78,0.0,12.33,0.0,VUSTX,1101.1822338186435,10516.290332968047
170,1996-06-03,16.549999,0.0,9.53,0.0,11.72,0.0,14.77,0.0,12.25,0.0,VUSTX,1101.1822338186435,10494.266688291671
171,1996-06-04,16.66,0.0,9.55,0.0,11.72,0.0,14.79,0.0,12.27,0.0,VUSTX,1101.1822338186435,10516.290332968047
172,1996-06-05,16.790001,0.0,9.58,0.0,11.73,0.0,14.81,0.0,12.28,0.0,VUSTX,1101.1822338186435,10549.325799982604
173,1996-06-06,16.66,0.0,9.66,0.0,11.68,0.0,14.84,0.0,12.32,0.0,VUSTX,1101.1822338186435,10637.420378688095
174,1996-06-07,16.629998999999998,0.0,9.48,0.0,11.66,0.0,14.66,0.0,12.29,0.0,VUSTX,1101.1822338186435,10439.20757660074
175,1996-06-10,16.620001000000002,0.0,9.45,0.0,11.64,0.0,14.72,0.0,12.27,0.0,VUSTX,1101.1822338186435,10406.17210958618
176,1996-06-11,16.6,0.0,9.42,0.0,11.65,0.0,14.78,0.0,12.15,0.0,VUSTX,1101.1822338186435,10373.13664257162
177,1996-06-12,16.59,0.0,9.37,0.0,11.74,0.0,14.81,0.0,12.15,0.0,VUSTX,1101.1822338186435,10318.077530880688
178,1996-06-13,16.540001,0.0,9.4,0.0,11.75,0.0,14.77,0.0,12.08,0.0,VUSTX,1101.1822338186435,10351.112997895249
179,1996-06-14,16.48,0.0,9.45,0.0,11.86,0.0,14.81,0.0,12.13,0.0,VPACX,877.4175471826459,10406.17210958618
180,1996-06-17,16.450001,0.0,9.5,0.0,11.8,0.0,14.89,0.0,12.17,0.0,VPACX,877.4175471826459,10353.527056755222
181,1996-06-18,16.33,0.0,9.48,0.0,11.92,0.0,14.94,0.0,12.22,0.0,VPACX,877.4175471826459,10458.81716241714
182,1996-06-19,16.309998999999998,0.0,9.45,0.0,11.92,0.0,14.9,0.0,12.25,0.0,VPACX,877.4175471826459,10458.81716241714
183,1996-06-20,16.27,0.0,9.46,0.0,11.94,0.0,14.81,0.0,12.23,0.0,VPACX,877.4175471826459,10476.365513360792
184,1996-06-21,16.370001000000002,0.0,9.47,0.0,11.93,0.0,14.79,0.0,12.25,0.0,VPACX,877.4175471826459,10467.591337888965
185,1996-06-24,16.41,0.0,9.48,0.0,11.99,0.0,14.81,0.0,12.28,0.0,VPACX,877.4175471826459,10520.236390719925
186,1996-06-25,16.33,0.06,9.52,0.0,11.97,0.0,14.79,0.0,12.27,0.0,VPACX,877.4175471826459,10502.688039776272
187,1996-06-26,16.190001000000002,0.0,9.53,0.0,11.96,0.0,14.85,0.0,12.31,0.0,VPACX,877.4175471826459,10493.913864304446
188,1996-06-27,16.290001,0.0,9.59,0.0,11.91,0.0,14.84,0.0,12.32,0.0,VPACX,877.4175471826459,10450.042986945313
189,1996-06-28,16.389999,0.0,9.7,0.054000000000000006,11.88,0.0,14.98,0.0,12.33,0.0,VEURX,695.8424873517913,10423.720460529834
190,1996-07-01,16.52,0.0,9.69,0.0,11.87,0.0,15.0,0.0,12.33,0.0,VEURX,695.8424873517913,10437.63731027687
191,1996-07-02,16.48,0.0,9.65,0.0,11.77,0.0,14.99,0.0,12.37,0.0,VEURX,695.8424873517913,10430.678885403351
192,1996-07-03,16.43,0.0,9.68,0.0,11.71,0.0,14.99,0.0,12.4,0.0,VEURX,695.8424873517913,10430.678885403351
193,1996-07-05,16.09,0.0,9.41,0.0,11.66,0.0,14.98,0.0,12.36,0.0,VEURX,695.8424873517913,10423.720460529834
