,Date,Position,Ticker
231,2014-10-31,1,VUSTX
232,2014-11-28,1,VUSTX
233,2014-12-31,1,VTSMX
234,2015-01-30,1,VTSMX
235,2015-02-27,1,VTSMX
236,2015-03-31,1,VPACX
237,2015-04-30,1,VPACX
238,2015-05-29,1,VPACX
239,2015-06-30,1,VEIEX
240,2015-07-31,1,VEIEX
241,2015-08-31,1,VEIEX
242,2015-09-30,1,VUSTX
243,2015-10-30,1,VUSTX
244,2015-11-30,1,VUSTX
245,2015-12-31,1,VPACX
246,2016-01-29,1,VPACX
247,2016-02-29,1,VPACX
248,2016-03-31,1,VEIEX
249,2016-04-29,1,VEIEX
250,2016-05-31,1,VEIEX
251,2016-06-30,1,VTSMX
252,2016-07-29,1,VTSMX
253,2016-08-31,1,VTSMX
254,2016-09-30,1,VPACX
255,2016-10-31,1,VPACX
256,2016-11-30,1,VPACX
257,2016-12-30,1,VTSMX
258,2017-01-31,1,VTSMX
259,2017-02-28,1,VTSMX
260,2017-03-31,1,VEIEX
261,2017-04-28,1,VEIEX
262,2017-05-31,1,VEIEX
263,2017-06-30,1,VEURX
264,2017-07-31,1,VEURX
265,2017-08-31,1,VEURX
266,2017-09-29,1,VEIEX
267,2017-10-31,1,VEIEX
268,2017-11-30,1,VEIEX
269,2017-12-29,1,VPACX
270,2018-01-31,1,VPACX
271,2018-02-28,1,VPACX
272,2018-03-29,1,VEIEX
273,2018-04-30,1,VEIEX
